经纬度,wkt,geojson
"103.9468173409543,30.97272409823277",,
"104.15084781462949,30.822798233976645",,
"104.14970813916189,30.814888742492485",,
"104.16275014140744,30.829285376254642",,
"104.16480756686869,30.83023663515151",,
"104.16428974260305,30.82995777920301",,
"104.17263580716254,30.82811967493113",,
"104.17287675028606,30.825808571428574",,
"104.1621503954531,30.8295243115594",,
"104.40020963091001,30.851069097196547",,
"104.55258913780804,30.71352989584834",,
"104.03288052307364,30.642089715319834",,
"103.88085179881843,30.811443634950244",,
"103.63807323115425,30.985155312482718",,
"104.11587618433926,30.686465793587292",,
"104.09743266299938,30.694985328290834",,
"103.81412437580396,30.74295746577554",,
"104.4414937684725,30.852392682393415",,
"104.4417844352913,30.855624720800922",,
"103.89302598061776,30.81215873926897",,
"104.06544497346839,30.761380365367785",,
"104.03327242232271,30.544022385825457",,
"104.0878778151536,30.679052007667167",,
"103.89682073405534,30.81809533060991",,
"104.09810301579788,30.700013005788612",,
"104.04281489418095,30.489025802376172",,
"104.07632222205207,30.70205876416539",,
"104.03332144760991,30.540867196898663",,
"104.19752296117204,30.867872057105032",,
"104.18819139277105,30.816637545221205",,
"104.06748251576553,30.708672720975922",,
"104.06988798212333,30.7483067632251",,
"104.20224428569861,30.876728681179944",,
"104.07117198700993,30.680792985777515",,
"104.07175617111169,30.669898046826855",,
"104.07821396671852,30.671074353083434",,
"103.9101195208829,30.577491777289854",,
"103.80585858841204,30.429117477610873",,
"104.2448601401481,30.57646558262539",,
"103.69220676171642,30.62020931538395",,
"104.08457950380867,30.532414711731384",,
"104.10132202459171,30.519470284758054",,
"104.09951948063429,30.772753603293125",,
"104.06675135164836,30.505755249816843",,
"104.07886597330051,30.67452918381599",,
"104.10822977999835,30.6498397778861",,
"104.07179035616895,30.710636639605323",,
"104.07128397428181,30.706319155526945",,
"104.44167205191323,30.851570011761154",,
"104.16077220786846,30.707112558785163",,
"104.16203183251912,30.700659652438528",,
"104.17008110401858,30.700546306156",,
"104.16636391369374,30.71697243299673",,
"104.16946528242174,30.71744553598858",,
"104.17180604690877,30.717393960255762",,
"104.16920629724464,30.714099022381887",,
"104.16696521251066,30.714975531739896",,
"104.0801487470064,30.679601536856655",,
"104.06222720403898,30.678752698467967",,
"104.08231669417776,30.62586966762113",,
"104.08180376374618,30.626126698665942",,
"103.89741035659908,30.598091683961588",,
"104.31741041320767,30.85894102293514",,
"104.0577014630171,30.69248176834238",,
"104.07417203539359,30.81461308398372",,
"104.18333337732854,30.812346065415834",,
"104.07995769702835,30.812453645586675",,
"104.07730830680667,30.810798798986788",,
"104.07403935258256,30.805904181024815",,
"104.01353891806963,30.87459794725028",,
"104.08636124419814,30.666726114190443",,
"104.10183922460153,30.62338374792217",,
"104.09902719390746,30.623425230423745",,
"104.09612849617858,30.68953749305194",,
"104.058738389073,30.761477803666867",,
"104.05279776751554,30.771530515258075",,
"104.05428332152498,30.76796942223347",,
"103.83615399483703,30.700522129719268",,
"104.05953281189619,30.7732152587334",,
"104.16462337786035,30.83331969066998",,
"104.06879797356225,30.766292296954756",,
"104.06842833506873,30.755120243696858",,
"104.10858182461426,30.650685799272363",,
"104.09044574251253,30.769885940339243",,
"104.10297287327491,30.845207729537922",,
"104.06067152487876,30.76146250056457",,
"104.08739007781972,30.763592082861138",,
"104.08489397095644,30.76349538082237",,
"104.1100513304946,30.649265015927543",,
"104.09185497506338,30.677282543362434",,
"103.67621087256258,30.639146531416195",,
"104.07848130199318,30.687483523771476",,
"104.07953620814195,30.68970344050563",,
"104.07911152100222,30.685842633259632",,
"104.07910435958634,30.68676054684245",,
"104.079389600948,30.687450727004865",,
"104.07941735499016,30.687189876571246",,
"104.06577968817204,30.68958055534472",,
"104.06584500000001,30.690091472902097",,
"104.06535958525872,30.691154375606146",,
"104.06536417429729,30.692087646450332",,
"104.0656800278989,30.686899394664042",,
"104.0657587030675,30.694200204907972",,
"104.06566126816972,30.68804150803294",,
"104.07155682674676,30.69096529618346",,
"104.07002520408162,30.691859897959173",,
"104.07005141560406,30.692191739788203",,
"104.06925370848508,30.69021589208871",,
"104.06869739863508,30.690027559213167",,
"104.06909994028042,30.693359368666744",,
"104.05191564407086,30.68387735763444",,
"103.83169623814705,30.68865171874191",,
"104.00331655606198,30.671949135673042",,
"104.00234167373983,30.668344261024327",,
"104.00319637119415,30.669078373281508",,
"103.99282154901618,30.671551289138055",,
"104.04920199132295,30.628704215393647",,
"104.05918681914362,30.669262216206114",,
"104.05258519946233,30.62886539949422",,
"104.12827428322923,30.616095840940407",,
"103.67457697627866,30.425922962962968",,
"103.96022039081254,30.972064997286758",,
"103.62671096989085,31.002250512262428",,
"104.13368627735383,30.47756183555195",,
"104.09598418335686,30.76706144406781",,
"103.98870146392878,30.66343132429546",,
"104.09801987434525,30.640679459768197",,
"103.97430130134387,30.725267984682585",,
"103.86701702853817,30.800010066251097",,
"103.95830018127131,30.97687916865041",,
"103.95478603397937,30.98480748789813",,
"104.55371754729421,30.715682365848103",,
"104.55233326153463,30.715216978366737",,
"104.06076101373111,30.748327801322255",,
"103.96749607211568,30.762536215478193",,
"104.42383106335437,30.852501980809677",,
"104.53686143829174,30.408314899729074",,
"103.82582162468101,30.710503134633054",,
"104.0512767492592,30.67838453918463",,
"103.49067954300413,30.51708176281258",,
"104.0310630047387,30.640188207053388",,
"103.63653005775362,30.98675269631928",,
"103.87731489572181,30.676276541674085",,
"103.84363908589675,30.706063988751872",,
"104.05837315860823,30.661481025756885",,
"104.0600632856916,30.66105768778784",,
"104.5528690382604,30.391074973850813",,
"104.55649806410071,30.708841121494068",,
"103.9036365919357,30.807995537222826",,
"104.28014596130403,30.556526060927816",,
"103.5286213017211,30.593781106995266",,
"104.09253935803834,30.701560292035403",,
"104.26319942379065,30.88667121544663",,
"103.63518564399384,30.964149839778546",,
"103.65258469179425,30.99448291166077",,
"104.25272556876807,30.887980357367564",,
"103.99492510866281,30.611327260348574",,
"103.93842086943422,30.77711561272975",,
"104.27177278050077,30.563425700977152",,
"104.43075397307868,30.48437382630985",,
"104.07977816574204,30.645305509708738",,
"104.077513537252,30.64628017075119",,
"104.0770640261682,30.646502142056068",,
"103.62402648784648,30.973247832540707",,
"104.08428838030738,30.48843320221913",,
"103.6254036276206,30.974911580602274",,
"103.65949056793478,30.627883936292267",,
"104.40735784059008,30.858542927021283",,
"103.5060178742095,30.188774105073396",,
"103.9286229092923,30.992703777360404",,
"103.6125458447429,30.96826363288466",,
"103.64072277629272,30.96700649081281",,
"103.99022096995853,30.756033089307458",,
"103.8458930982962,30.700705280908696",,
"104.55026998980141,30.39543484702093",,
"103.51673010310678,30.589164402623666",,
"103.51857722292368,30.20088979776249",,
"103.65355659960102,30.629848999957552",,
"103.923198756479,30.797828913611163",,
"104.41889513698383,30.85469348942706",,
"104.00999792873755,30.87970416515074",,
"104.0734590989964,30.64717953659304",,
"104.13522065780715,30.613346502379247",,
"103.6650507581414,30.430216771247025",,
"104.23311977961727,30.644586052410638",,
"104.07166552464449,30.7114470414962",,
"104.15672016849948,30.813324967666944",,
"103.80994858447036,30.692408204694086",,
"104.07831177837356,30.639686738159078",,
"104.3218028776965,30.630998723276797",,
"104.0064136146289,30.667425769035134",,
"103.69879786924096,30.39670943236095",,
"104.11573966065546,30.680150031771614",,
"103.80526235266139,30.693656800709125",,
"104.14929420916708,30.806681566975872",,
"104.04963692910749,30.765210621134756",,
"104.00740318981136,30.688388179271143",,
"104.04659204495991,30.756591942510934",,
"104.04941580151151,30.75798413262204",,
"104.04738753895715,30.75847024670313",,
"104.04766779832657,30.759517006568664",,
"104.0204863494419,30.70113935832065",,
"104.27105983689731,30.72089620528013",,
"103.53538881521358,30.581450826002285",,
"103.89550990726497,30.8080154785673",,
"104.02355852996358,30.88211593672516",,
"103.87297143543128,30.82034316329893",,
"104.09095820667147,30.550435917663112",,
"103.94897515023186,30.786074939027245",,
"104.24275271827783,30.569291975732312",,
"103.54119414580938,30.599138900743608",,
"104.01446776127243,30.654038460499667",,
"104.09202818872292,30.65510497811982",,
"104.09211957617002,30.655710025071627",,
"103.98504588563232,30.62649507322757",,
"104.0952503197791,30.678656212183096",,
"103.94284307580844,30.99846776751809",,
"103.88967863942791,30.80319959050743",,
"104.08536020874102,30.671639454011743",,
"104.07522095876094,30.650312402128474",,
"104.1009313518552,30.60676158608456",,
"103.88506011338681,30.672685894540823",,
"103.88128185808874,30.67609871738353",,
"103.88076208840644,30.672959141591136",,
"103.64144336441798,30.979475911765608",,
"104.05239722561808,30.651191070563318",,
"104.05774748708859,30.6278896233806",,
"104.05426575293228,30.627991555051082",,
"104.05782573095293,30.628356667449683",,
"104.05704745336575,30.628513411192213",,
"103.64247027358319,30.978364129514233",,
"104.07654936220206,30.617028602719035",,
"103.6532632046083,31.000312246517375",,
"104.05479771813988,30.614645844515447",,
"103.96259989401646,30.685996894425912",,
"104.11680109307204,30.61703347439261",,
"104.15631956314931,30.825334567530348",,
"104.25312595643094,30.54160360489405",,
"103.95069546864933,30.98069549928345",,
"104.0277972661526,30.664407033413095",,
"104.02858873603253,30.66393608257147",,
"104.0242862995929,30.661674756089152",,
"104.03588816507504,30.65724884038199",,
"104.02322463487222,30.661621227497097",,
"104.02278571882842,30.661157224458837",,
"104.03035682858058,30.66693450313478",,
"104.0224415800247,30.660337681644073",,
"104.02896541937545,30.668342326915596",,
"104.0355068847868,30.65965819337292",,
"104.02247678079496,30.664938190813515",,
"104.0290122897973,30.66740775975105",,
"104.02352883064407,30.6587145852592",,
"104.09145897201263,30.54162948892674",,
"104.20143815985011,30.882101258031632",,
"103.94320164305249,30.939982557955922",,
"104.72338462218057,30.629828940074155",,
"103.9818950187077,30.579533238392802",,
"104.05894920683639,30.76757520250347",,
"104.0603085767129,30.767041116995923",,
"104.05688528868586,30.76955898409424",,
"104.02706280744637,30.837535579165092",,
"103.84805233968402,30.70026823187733",,
"103.85423143245188,30.699533039525477",,
"103.84981881053179,30.699392467691624",,
"103.8296828848129,30.730640949924435",,
"104.26859226196738,30.553015713659477",,
"104.27068499999999,30.555355000000002",,
"104.26659065631947,30.550296029582462",,
"104.07951675339737,30.593978632097652",,
"104.02958357886762,30.63070394054156",,
"103.63659941357187,30.98966682660161",,
"104.065645,30.505740000000003",,
"104.05845132927485,30.688247598419313",,
"104.03070706516374,30.63035987877791",,
"103.91830146086816,30.5775749090471",,
"104.09106918212103,30.662826056771994",,
"104.07036136325377,30.60413825857144",,
"104.02810046601707,30.629879067761014",,
"104.02920869132403,30.62790168258336",,
"104.0311292066271,30.686013494498134",,
"104.05381423059654,30.656104537115347",,
"104.0567106766545,30.69023882350295",,
"104.07392703206571,30.524304344498546",,
"104.02947923682956,30.629087640856287",,
"103.52564662986491,30.579241314277077",,
"104.07050228206455,30.64841816330054",,
"104.0628256764737,30.651796247609422",,
"104.04866813118109,30.664587235113753",,
"104.28044244186792,30.561220938486304",,
"103.95610079821213,30.49836991691713",,
"104.08309151232623,30.605018365461337",,
"103.96888280699467,30.674427670192554",,
"104.05983931154357,30.509143712145647",,
"104.06105925126565,30.507820349054086",,
"104.04375246726536,30.711658732326004",,
"104.04205738260075,30.711930096567855",,
"104.04440446664553,30.709936066885156",,
"104.04374845502157,30.70936361048764",,
"104.01772622136208,30.639571998156853",,
"104.08321997991966,30.605710049042322",,
"103.87606299329708,30.844136883691498",,
"103.60176929132489,30.977209304499123",,
"104.21070461440479,30.745671351498824",,
"104.27311943601087,30.869570875423765",,
"104.0362520414772,30.705232834147534",,
"103.99910330067533,30.647068348351983",,
"104.0752524237131,30.67249872355567",,
"103.59621814234733,30.871209434012236",,
"103.59245372030405,30.872522346420855",,
"104.03707650776559,30.63372572006682",,
"103.99189729481147,30.60296301844939",,
"104.07181132350095,30.607930171024215",,
"104.07446552251238,30.610476636042947",,
"104.06890116546894,30.609023251796565",,
"104.02336541776778,30.49896277602427",,
"103.92603345350602,30.56136787422704",,
"103.92527529060115,30.56059647625374",,
"104.05536891155583,30.66217999295552",,
"104.05468875375375,30.661626250250254",,
"104.05587451590877,30.664448993581868",,
"104.05564953752489,30.664977613862554",,
"104.03693203251642,30.64305721979761",,
"103.99506419335646,30.671849037679706",,
"104.01428364936889,31.09545903735737",,
"104.1245640426917,30.643835466109746",,
"104.12271602877168,30.64383205532945",,
"104.04195820693566,30.709009706530537",,
"104.0616167952844,30.49846032652371",,
"104.06011904210422,30.49852672049036",,
"103.93315957947807,30.565019908362995",,
"103.92522122664688,30.564801519718394",,
"103.92586875040338,30.565807133215024",,
"103.92437990630556,30.566869788674595",,
"103.93177353534368,30.554318264857997",,
"104.0858364705513,30.53451545811041",,
"104.03032933664522,30.62485977206312",,
"104.25418459517175,30.5425654330303",,
"104.25798906028902,30.542105413739407",,
"104.15077975354377,30.80907853622054",,
"104.05070862156877,30.633920171049933",,
"104.05005308832158,30.634717992957743",,
"104.09896625078106,30.652561332233642",,
"103.86758211096098,30.691992336046308",,
"104.09456008775041,30.703814786064004",,
"104.09253200956127,30.702824360402545",,
"103.5081901835934,30.190671968504805",,
"104.08884165055812,30.689478897783857",,
"104.09870408453855,30.561725981125562",,
"104.09175667051063,30.559216938945493",,
"104.09498381942096,30.637140961856947",,
"104.10057811683848,30.56432420650899",,
"104.09460327528811,30.689903792146822",,
"104.09621533618754,30.636890842806295",,
"104.08597872652079,30.55708585951188",,
"103.98666176782216,30.640450712304574",,
"103.59420852369288,30.90303907764118",,
"104.02391299929887,30.6811138790289",,
"104.05288740535848,30.692060941533796",,
"103.98788777787136,30.63579601683196",,
"103.74849939628778,30.97076191818882",,
"103.67433162140789,30.636124902891297",,
"104.11060967443322,30.68396588984384",,
"103.89380071780914,30.805957047116852",,
"104.05414229746181,30.760273745746296",,
"103.92255751233023,30.79301463359101",,
"103.88486657291145,30.80497273438808",,
"103.97329893241165,30.7498296287061",,
"103.97941211245796,30.827400150250416",,
"103.63707935323721,30.537965831497452",,
"103.63731395535657,31.009474149361775",,
"103.636642277467,31.007165451033046",,
"103.475642736619,30.412984483306833",,
"103.46502832439853,30.419301830989564",,
"103.46460371216403,30.418102373063434",,
"103.6533920758029,31.02020558929843",,
"104.08010295711262,30.678830676837222",,
"103.9223463469248,30.577283438936142",,
"103.92140757751277,30.577897458262356",,
"104.0889007794543,30.681479616980944",,
"103.64247931132448,31.011833392203904",,
"104.07779593514203,30.757068272823165",,
"104.10724731230772,30.76141943260445",,
"104.11588086534307,30.607029468703168",,
"103.88473805689645,30.69928703721947",,
"104.04665087467703,30.66389056923428",,
"104.04532171354977,30.66449052012097",,
"104.09341170872732,30.560372407040635",,
"103.82096048771822,30.91771896717837",,
"103.95165171611917,30.98416312451024",,
"103.8542542029839,30.69498908617982",,
"104.07238508196868,30.51309554417982",,
"104.07207105203602,30.508876320169552",,
"104.10564242922423,30.489381876979646",,
"104.10921555870212,30.490854481172786",,
"104.06481535553748,30.514972277732525",,
"104.06004513888887,30.643641709334727",,
"103.46338809561242,30.403023146867074",,
"104.07038220621261,30.61435791354791",,
"103.94258217251854,30.97154015712942",,
"103.9465144768416,30.9841973168443",,
"103.45136596349877,30.40965432166681",,
"104.07557798743113,30.607715317799258",,
"104.10581200520518,30.66092040440441",,
"104.08945641886493,30.66395012843059",,
"104.0269623994022,30.695878715362102",,
"104.0590194061677,30.599535578495097",,
"103.65961463736099,30.629808526285448",,
"104.2489661000702,30.88851245340173",,
"103.93565987317916,30.98493558873672",,
"103.93523526626602,30.98601464903643",,
"104.2293424856863,30.658160011233186",,
"104.03481033540695,30.705913937058856",,
"103.5284987245936,30.56668531734349",,
"103.9977001716269,30.669241131972345",,
"103.92564604745372,30.56252292245371",,
"104.14951141016934,30.65326975845065",,
"104.40239961646196,30.857050142129477",,
"104.12433281630759,30.627572560974752",,
"104.04447589142825,30.67912870953505",,
"104.04439858552631,30.67322131265664",,
"103.97517560442337,30.751403968615058",,
"103.88051131229484,30.81271976574157",,
"104.33095032643666,30.85719094211803",,
"104.32407801774299,30.858685278265888",,
"104.074928944497,30.671766692526017",,
"103.92383984112742,30.557877750523488",,
"103.93740247405167,30.98283542247352",,
"104.08218036539984,30.679479091053054",,
"104.08947294640298,30.664839794592524",,
"104.07692963063062,30.678076507507512",,
"104.16196761292723,30.82384436807302",,
"104.333897999616,30.854039750305898",,
"104.01171688018822,30.638081938176146",,
"104.02712781828657,30.633708497517354",,
"104.633955483307,30.757698334223242",,
"103.99004292145999,30.666980135837022",,
"103.98050728169308,30.71882035693438",,
"104.5970074857901,30.685668508988936",,
"104.04978738344917,30.763581877911218",,
"103.8260858829437,30.70217546441963",,
"104.07712222778697,30.55264864938441",,
"104.066205963782,30.622391938591914",,
"103.61763309904435,30.985645767384508",,
"104.18945836368897,30.65835704725583",,
"104.18945881374628,30.660250817981293",,
"104.18075871835292,30.647982117938664",,
"104.11491281011097,30.683301928820075",,
"104.11697459159518,30.682387729948196",,
"104.11480568002445,30.63268593052911",,
"104.11442126881987,30.677986534096604",,
"104.0444986635147,30.576827900242613",,
"104.00212042993896,30.69082031917199",,
"104.06962953586675,30.497863126313604",,
"104.15533907676235,30.838561691209748",,
"104.04668227229715,30.676521559813896",,
"104.10254131202446,30.679984528859663",,
"104.10222882683104,30.67831875667143",,
"104.02759267121898,30.653211782969294",,
"104.05138182012963,30.646029731105045",,
"104.0505454360261,30.646133098009695",,
"104.04775533434999,30.649154999932215",,
"104.04249761514589,30.651414676598385",,
"104.25124845285667,30.882137976577273",,
"104.08040394230773,30.699892721354168",,
"103.91723477410402,30.588788617253044",,
